,,,index,comp1,comp2,P,a,a12,b12,a21,b21,comp1_antoine1,comp1_antoine2,comp1_antoine5,comp1_antoine6,comp1_antoine7,comp2_antoine1,comp2_antoine2,comp2_antoine5,comp2_antoine6,comp2_antoine7
methyl-formate,n-hexane,1,385,methyl-ethyl-ketone,n-hexane,101300,0.3,-2.9788,1098.6479,1.4243,-130.7532,73.01707454,-6787.2,-9.2336,9.09E-09,3,93.13707454,-6995.5,-12.702,1.24E-05,2
benzene,n-hexane,1,386,diethyl-ketone,n-hexane,101300,0.3,0,129.1205,0,120.0784,32.77307454,-5415.1,-3.0913,1.86E-18,6,93.13707454,-6995.5,-12.702,1.24E-05,2
toluene,n-hexane,0,387,methyl-formate,n-hexane,101300,0.3,0,476.8162,0,231.2266,65.67107454,-5606.1,-8.392,7.85E-06,2,93.13707454,-6995.5,-12.702,1.24E-05,2
diethyl-ether,n-hexane,0,388,benzene,n-hexane,101300,0.3,-1.554,797.572,0.4066,-213.7349,71.59407454,-6486.2,-9.2194,6.98E-06,2,93.13707454,-6995.5,-12.702,1.24E-05,2
p-xylene,n-hexane,0,389,toluene,n-hexane,101300,0.3,-2.9483,1259.2458,1.5182,-595.6702,65.43207454,-6729.8,-8.179,5.30E-06,2,93.13707454,-6995.5,-12.702,1.24E-05,2
1-hexene,n-hexane,0,390,diethyl-ether,n-hexane,101300,0.3,0,429.7714,0,-223.2187,125.3870745,-6954.3,-19.254,0.024508,1,93.13707454,-6995.5,-12.702,1.24E-05,2
n-pentane,n-hexane,0,391,p-xylene,n-hexane,101300,0.3,12.6359,-3872.709,-8.5469,2784.6057,77.20707454,-7741.2,-9.8693,6.08E-06,2,93.13707454,-6995.5,-12.702,1.24E-05,2
2-methyl-butane,n-hexane,0,392,1-hexene,n-hexane,101300,0.3,1.5037,-402.1175,0.7598,-325.4327,40.46407454,-5104.7,-4.3484,1.17E-17,6,93.13707454,-6995.5,-12.702,1.24E-05,2
ethanol,n-heptane,1,393,n-pentane,n-hexane,101300,0.3,0,188.9527,0,-180.4249,67.22807454,-5420.3,-8.8253,9.62E-06,2,93.13707454,-6995.5,-12.702,1.24E-05,2
1-propanol,n-heptane,1,394,2-methyl-butane,n-hexane,101300,0.3,0,52.836,0,-57.695,59.79507454,-4976,-7.7169,8.73E-06,2,93.13707454,-6995.5,-12.702,1.24E-05,2
isopropanol,n-heptane,1,395,ethanol,n-heptane,101300,0.47,0.2765,466.813,-5.2978,2457.3462,61.79107454,-7122.3,-7.1424,2.89E-06,2,76.31607454,-6996.4,-9.8802,7.21E-06,2
n-butanol,n-heptane,1,396,1-propanol,n-heptane,101300,0.3,-0.4713,402.7768,0.3138,467.5769,73.15107454,-8307.2,-8.5767,7.51E-18,6,76.31607454,-6996.4,-9.8802,7.21E-06,2
2-butanol,n-heptane,1,397,isopropanol,n-heptane,101300,0.3,1.7135,-267.3019,-0.4654,593.0452,99.20707454,-9040,-12.676,5.54E-06,2,76.31607454,-6996.4,-9.8802,7.21E-06,2
isobutanol,n-heptane,1,398,n-butanol,n-heptane,101300,0.3,0.0687,125.7562,-1.0295,962.6781,94.77707454,-9866.4,-11.655,1.08E-17,6,76.31607454,-6996.4,-9.8802,7.21E-06,2
tert-butanol,n-heptane,1,399,2-butanol,n-heptane,101300,0.3,0,126.7208,0,500.9148,111.0370745,-10236,-14.125,2.36E-17,6,76.31607454,-6996.4,-9.8802,7.21E-06,2
1-pentanol,n-heptane,1,400,isobutanol,n-heptane,101300,0.3,10.0974,-3529.0815,-13.5222,5480.0747,110.2670745,-10504,-13.921,1.69E-17,6,76.31607454,-6996.4,-9.8802,7.21E-06,2
3-methyl-1-butanol,n-heptane,1,401,tert-butanol,n-heptane,101300,0.3,0.3631,-75.1668,-0.7225,811.4024,160.7570745,-11589,-22.113,1.37E-05,2,76.31607454,-6996.4,-9.8802,7.21E-06,2
2-methyl-2-butanol,n-heptane,1,402,1-pentanol,n-heptane,101300,0.3,0,89.8147,0,593.811,103.2370745,-10643,-12.858,1.25E-17,6,76.31607454,-6996.4,-9.8802,7.21E-06,2
1-hexanol,n-heptane,0,403,3-methyl-1-butanol,n-heptane,101300,0.3,0,116.503,0,568.0956,105.5570745,-10743,-13.165,1.17E-17,6,76.31607454,-6996.4,-9.8802,7.21E-06,2
cyclohexanol,n-heptane,0,404,2-methyl-2-butanol,n-heptane,101300,0.3,0,14.3525,0,502.9969,104.2670745,-9860.1,-13.162,1.47E-17,6,76.31607454,-6996.4,-9.8802,7.21E-06,2
methyl-acetate,n-heptane,1,405,1-hexanol,n-heptane,101300,0.3,0,-14.3378,0,727.6506,123.9070745,-12288,-15.732,1.27E-17,6,76.31607454,-6996.4,-9.8802,7.21E-06,2
ethyl-acetate,n-heptane,1,406,cyclohexanol,n-heptane,101300,0.3,0,250.4937,0,454.113,177.6770745,-14337,-24.148,1.07E-05,2,76.31607454,-6996.4,-9.8802,7.21E-06,2
n-butyl-acetate,n-heptane,0,407,methyl-acetate,n-heptane,101300,0.3,0,438.7539,0,62.542,49.75407454,-5618.6,-5.6473,2.11E-17,6,76.31607454,-6996.4,-9.8802,7.21E-06,2
cyclohexane,n-heptane,0,408,ethyl-acetate,n-heptane,101300,0.3,0,282.815,0,101.7958,55.31107454,-6227.6,-6.41,1.79E-17,6,76.31607454,-6996.4,-9.8802,7.21E-06,2
acetone,n-heptane,1,409,n-butyl-acetate,n-heptane,101300,0.3,0,141.4537,0,148.8345,111.3070745,-9253.2,-14.99,1.05E-05,2,76.31607454,-6996.4,-9.8802,7.21E-06,2
methyl-ethyl-ketone,n-heptane,1,410,cyclohexane,n-heptane,101300,0.3,-1.6999,296.6092,2.1937,-354.4372,39.57407454,-5226.4,-4.2278,9.76E-18,6,76.31607454,-6996.4,-9.8802,7.21E-06,2
methyl-n-propyl-ketone,n-heptane,1,411,acetone,n-heptane,101300,0.3,0,374.2226,0,245.5701,46.43407454,-5355.3,-5.2106,1.24E-14,5,76.31607454,-6996.4,-9.8802,7.21E-06,2
diethyl-ketone,n-heptane,1,412,methyl-ethyl-ketone,n-heptane,101300,0.3,-3.4887,1334.3066,3.8378,-988.9227,73.01707454,-6787.2,-9.2336,9.09E-09,3,76.31607454,-6996.4,-9.8802,7.21E-06,2
methyl-isobutyl-ketone,n-heptane,1,413,methyl-n-propyl-ketone,n-heptane,101300,0.3,0,636.0326,0,-84.1777,79.74607454,-7515.7,-10.148,8.42E-09,3,76.31607454,-6996.4,-9.8802,7.21E-06,2
benzene,n-heptane,0,414,diethyl-ketone,n-heptane,101300,0.3,0,143.0609,0,196.4014,32.77307454,-5415.1,-3.0913,1.86E-18,6,76.31607454,-6996.4,-9.8802,7.21E-06,2
toluene,n-heptane,0,415,methyl-isobutyl-ketone,n-heptane,101300,0.3,0,41.3023,0,291.0064,83.35707454,-7917.5,-10.643,8.07E-09,3,76.31607454,-6996.4,-9.8802,7.21E-06,2
phenol,n-heptane,0,416,benzene,n-heptane,101300,0.3,0,448.1986,0,-226.2823,71.59407454,-6486.2,-9.2194,6.98E-06,2,76.31607454,-6996.4,-9.8802,7.21E-06,2
o-xylene,n-heptane,0,417,toluene,n-heptane,101300,0.3,2.1221,-335.6437,-1.6889,390.8583,65.43207454,-6729.8,-8.179,5.30E-06,2,76.31607454,-6996.4,-9.8802,7.21E-06,2
p-xylene,n-heptane,0,418,phenol,n-heptane,101300,0.47,-4.5322,2226.6008,-9.4187,4154.7231,83.93107454,-10113,-10.09,6.76E-18,6,76.31607454,-6996.4,-9.8802,7.21E-06,2
m-xylene,n-heptane,0,419,o-xylene,n-heptane,101300,0.3,0,149.4935,0,-18.5199,78.89207454,-7955.2,-10.086,5.96E-06,2,76.31607454,-6996.4,-9.8802,7.21E-06,2
ethylbenzene,n-heptane,0,420,p-xylene,n-heptane,101300,0.3,-1.01,532.1822,0.519,-248.3032,77.20707454,-7741.2,-9.8693,6.08E-06,2,76.31607454,-6996.4,-9.8802,7.21E-06,2
n-hexane,n-heptane,0,421,m-xylene,n-heptane,101300,0.3,0,184.164,0,-64.8338,73.58607454,-7615.9,-9.3072,5.56E-06,2,76.31607454,-6996.4,-9.8802,7.21E-06,2
methanol,1-octene,0,422,ethylbenzene,n-heptane,101300,0.3,-0.3531,271.1608,-0.283,78.6427,77.55007454,-7733.7,-9.917,5.99E-06,2,76.31607454,-6996.4,-9.8802,7.21E-06,2
n-butanol,1-octene,1,423,n-hexane,n-heptane,101300,0.3,0,48.0734,0,-56.2013,93.13707454,-6995.5,-12.702,1.24E-05,2,76.31607454,-6996.4,-9.8802,7.21E-06,2
ethyl-acetate,1-octene,0,424,methanol,1-octene,101300,0.3,-16.9257,5958.6572,8.1759,-2573.3513,71.20507454,-6904.5,-8.8622,7.47E-06,2,63.42307454,-7155.9,-7.5843,1.71E-17,6
cyclohexane,1-octene,0,425,n-butanol,1-octene,101300,0.3,0,208.1444,0,391.0393,94.77707454,-9866.4,-11.655,1.08E-17,6,63.42307454,-7155.9,-7.5843,1.71E-17,6
benzene,1-octene,0,426,ethyl-acetate,1-octene,101300,0.3,0,377.247,0,-95.8966,55.31107454,-6227.6,-6.41,1.79E-17,6,63.42307454,-7155.9,-7.5843,1.71E-17,6
ethylbenzene,1-octene,0,427,cyclohexane,1-octene,101300,0.3,0,234.3464,0,-182.6385,39.57407454,-5226.4,-4.2278,9.76E-18,6,63.42307454,-7155.9,-7.5843,1.71E-17,6
phenol,1-nonene,1,428,benzene,1-octene,101300,0.3,0,332.5609,0,-166.2433,71.59407454,-6486.2,-9.2194,6.98E-06,2,63.42307454,-7155.9,-7.5843,1.71E-17,6
1-propanol,n-nonane,1,429,ethylbenzene,1-octene,101300,0.3,0,390.3288,0,-258.6131,77.55007454,-7733.7,-9.917,5.99E-06,2,63.42307454,-7155.9,-7.5843,1.71E-17,6
isopropanol,n-nonane,0,430,phenol,1-nonene,101300,0.3,0,254.3551,0,440.0022,83.93107454,-10113,-10.09,6.76E-18,6,51.80007454,-7040.4,-5.8055,7.58E-18,6
ethyl-acetate,n-nonane,0,431,1-propanol,n-nonane,101300,0.3,0,333.7813,0,488.3794,73.15107454,-8307.2,-8.5767,7.51E-18,6,97.83707454,-9030.4,-12.882,7.85E-06,2
cyclohexane,n-nonane,0,432,isopropanol,n-nonane,101300,0.3,0,317.2713,0,440.9958,99.20707454,-9040,-12.676,5.54E-06,2,97.83707454,-9030.4,-12.882,7.85E-06,2
acetone,n-nonane,0,433,ethyl-acetate,n-nonane,101300,0.3,2.7753,-555.5384,-2.8034,946.7778,55.31107454,-6227.6,-6.41,1.79E-17,6,97.83707454,-9030.4,-12.882,7.85E-06,2
o-xylene,n-nonane,1,434,cyclohexane,n-nonane,101300,0.3,0,107.255,0,-121.4944,39.57407454,-5226.4,-4.2278,9.76E-18,6,97.83707454,-9030.4,-12.882,7.85E-06,2
ethylbenzene,n-nonane,0,435,acetone,n-nonane,101300,0.3,0,379.3355,0,274.8959,46.43407454,-5355.3,-5.2106,1.24E-14,5,97.83707454,-9030.4,-12.882,7.85E-06,2
n-butyl-acetate,1-decene,0,436,o-xylene,n-nonane,101300,0.3,0,284.5027,0,-160.825,78.89207454,-7955.2,-10.086,5.96E-06,2,97.83707454,-9030.4,-12.882,7.85E-06,2
methanol,n-decane,0,437,ethylbenzene,n-nonane,101300,0.3,0,177.5389,0,-52.6664,77.55007454,-7733.7,-9.917,5.99E-06,2,97.83707454,-9030.4,-12.882,7.85E-06,2
ethanol,n-decane,0,438,n-butyl-acetate,1-decene,101300,0.3,0,274.5804,0,-91.3768,111.3070745,-9253.2,-14.99,1.05E-05,2,56.88807454,-7776.9,-6.4637,6.38E-18,6
1-propanol,n-decane,0,439,methanol,n-decane,101300,0.3,1.0229,416.6161,-11.1103,3802.3628,71.20507454,-6904.5,-8.8622,7.47E-06,2,101.2170745,-9749.6,-13.245,7.13E-06,2
isopropanol,n-decane,0,440,ethanol,n-decane,101300,0.47,-0.1504,722.9331,-2.6767,1425.6581,61.79107454,-7122.3,-7.1424,2.89E-06,2,101.2170745,-9749.6,-13.245,7.13E-06,2
n-butanol,n-decane,0,441,1-propanol,n-decane,101300,0.47,0.5681,274.9286,-1.1022,771.9585,73.15107454,-8307.2,-8.5767,7.51E-18,6,101.2170745,-9749.6,-13.245,7.13E-06,2
2-butanol,n-decane,0,442,isopropanol,n-decane,101300,0.3,0,472.8896,0,190.4885,99.20707454,-9040,-12.676,5.54E-06,2,101.2170745,-9749.6,-13.245,7.13E-06,2
tert-butanol,n-decane,0,443,n-butanol,n-decane,101300,0.3,0,465.8035,0,195.8378,94.77707454,-9866.4,-11.655,1.08E-17,6,101.2170745,-9749.6,-13.245,7.13E-06,2
1-pentanol,n-decane,1,444,2-butanol,n-decane,101300,0.3,2.4539,-569.238,-10.6204,4233.2266,111.0370745,-10236,-14.125,2.36E-17,6,101.2170745,-9749.6,-13.245,7.13E-06,2
1-heptanol,n-decane,1,445,tert-butanol,n-decane,101300,0.3,-10.3494,4209.4312,6.959,-2511.1848,160.7570745,-11589,-22.113,1.37E-05,2,101.2170745,-9749.6,-13.245,7.13E-06,2
methyl-ethyl-ketone,n-decane,0,446,1-pentanol,n-decane,101300,0.3,0,210.9801,0,372.3179,103.2370745,-10643,-12.858,1.25E-17,6,101.2170745,-9749.6,-13.245,7.13E-06,2
benzene,n-decane,0,447,1-heptanol,n-decane,101300,0.3,0,113.0171,0,522.2376,135.8970745,-13466,-17.353,1.13E-17,6,101.2170745,-9749.6,-13.245,7.13E-06,2
toluene,n-decane,0,448,methyl-ethyl-ketone,n-decane,101300,0.3,0,417.552,0,63.9999,73.01707454,-6787.2,-9.2336,9.09E-09,3,101.2170745,-9749.6,-13.245,7.13E-06,2
phenol,n-decane,1,449,benzene,n-decane,101300,0.3,0,577.7906,0,-318.6017,71.59407454,-6486.2,-9.2194,6.98E-06,2,101.2170745,-9749.6,-13.245,7.13E-06,2
m-xylene,n-decane,0,450,toluene,n-decane,101300,0.3,0,554.5317,0,-352.1949,65.43207454,-6729.8,-8.179,5.30E-06,2,101.2170745,-9749.6,-13.245,7.13E-06,2
n-hexane,n-decane,0,451,phenol,n-decane,101300,0.3,0,566.5652,0,329.9819,83.93107454,-10113,-10.09,6.76E-18,6,101.2170745,-9749.6,-13.245,7.13E-06,2
methanol,methyl-propionate,1,452,m-xylene,n-decane,101300,0.3,0,267.6746,0,-162.1209,73.58607454,-7615.9,-9.3072,5.56E-06,2,101.2170745,-9749.6,-13.245,7.13E-06,2
ethanol,methyl-propionate,1,453,n-hexane,n-decane,101300,0.3,0,188.174,0,-173.2169,93.13707454,-6995.5,-12.702,1.24E-05,2,101.2170745,-9749.6,-13.245,7.13E-06,2
1-propanol,methyl-propionate,1,454,methanol,methyl-propionate,101300,0.3,0,173.7995,0,276.0766,71.20507454,-6904.5,-8.8622,7.47E-06,2,59.20407454,-6439.7,-6.9845,2.01E-17,6
n-butanol,methyl-propionate,0,455,ethanol,methyl-propionate,101300,0.3,0.9109,-189.0392,-2.7097,1167.1161,61.79107454,-7122.3,-7.1424,2.89E-06,2,59.20407454,-6439.7,-6.9845,2.01E-17,6
toluene,methyl-propionate,0,456,1-propanol,methyl-propionate,101300,0.3,0,148.3051,0,139.2664,73.15107454,-8307.2,-8.5767,7.51E-18,6,59.20407454,-6439.7,-6.9845,2.01E-17,6
ethanol,methyl-butyrate,1,457,n-butanol,methyl-propionate,101300,0.3,0,130.5041,0,104.458,94.77707454,-9866.4,-11.655,1.08E-17,6,59.20407454,-6439.7,-6.9845,2.01E-17,6
1-propanol,methyl-butyrate,1,458,toluene,methyl-propionate,101300,0.3,0,209.92,0,-66.0114,65.43207454,-6729.8,-8.179,5.30E-06,2,59.20407454,-6439.7,-6.9845,2.01E-17,6
n-butanol,methyl-butyrate,1,459,ethanol,methyl-butyrate,101300,0.3,0,368.9553,0,11.2501,61.79107454,-7122.3,-7.1424,2.89E-06,2,60.35707454,-6885.7,-7.0944,1.49E-17,6
n-hexane,methyl-amine,0,460,1-propanol,methyl-butyrate,101300,0.3,0,175.0904,0,143.3183,73.15107454,-8307.2,-8.5767,7.51E-18,6,60.35707454,-6885.7,-7.0944,1.49E-17,6
n-nonane,methyl-amine,0,461,n-butanol,methyl-butyrate,101300,0.3,0,95.0458,0,151.7717,94.77707454,-9866.4,-11.655,1.08E-17,6,60.35707454,-6885.7,-7.0944,1.49E-17,6
methanol,dimethylamine,0,462,n-hexane,methyl-amine,101300,0.3,-3.954,1282.1956,1.3477,-36.7539,93.13707454,-6995.5,-12.702,1.24E-05,2,63.69307454,-5082.8,-8.0919,8.11E-06,2
ethanol,dimethylamine,0,463,n-nonane,methyl-amine,101300,0.3,-4.3501,1305.7592,1.7971,-23.5228,97.83707454,-9030.4,-12.882,7.85E-06,2,63.69307454,-5082.8,-8.0919,8.11E-06,2
1-propanol,dimethylamine,0,464,water,dimethylamine,101300,0.3,0,654.6907,0,-400.1837,62.13607454,-7258.2,-7.3037,4.17E-06,2,60.22507454,-5302,-7.3324,6.42E-17,6
n-hexane,dimethylamine,0,465,methanol,dimethylamine,101300,0.3,0,-509.2937,0,404.5409,71.20507454,-6904.5,-8.8622,7.47E-06,2,60.22507454,-5302,-7.3324,6.42E-17,6
methyl-amine,dimethylamine,0,466,ethanol,dimethylamine,101300,0.3,0,52.2359,0,-443.6455,61.79107454,-7122.3,-7.1424,2.89E-06,2,60.22507454,-5302,-7.3324,6.42E-17,6
ethanol,ethyl-amine,0,467,1-propanol,dimethylamine,101300,0.3,0,-487.3855,0,321.9392,73.15107454,-8307.2,-8.5767,7.51E-18,6,60.22507454,-5302,-7.3324,6.42E-17,6
n-hexane,ethyl-amine,0,468,n-hexane,dimethylamine,101300,0.3,-3.0261,926.1658,0.9558,-69.625,93.13707454,-6995.5,-12.702,1.24E-05,2,60.22507454,-5302,-7.3324,6.42E-17,6
methanol,diethyl-amine,1,469,methyl-amine,dimethylamine,101300,0.3,0,-264.4928,0,403.4031,63.69307454,-5082.8,-8.0919,8.11E-06,2,60.22507454,-5302,-7.3324,6.42E-17,6
ethanol,diethyl-amine,0,470,ethanol,ethyl-amine,101300,0.3,0,-261.0846,0,-182.2691,61.79107454,-7122.3,-7.1424,2.89E-06,2,70.04707454,-5596.9,-9.0779,8.79E-06,2
ethyl-acetate,diethyl-amine,0,471,n-hexane,ethyl-amine,101300,0.3,-4.2083,1333.6412,2.2824,-418.8155,93.13707454,-6995.5,-12.702,1.24E-05,2,70.04707454,-5596.9,-9.0779,8.79E-06,2
cyclohexane,diethyl-amine,0,472,water,diethyl-amine,101300,0.3,0,743.8458,0,-94.739,62.13607454,-7258.2,-7.3037,4.17E-06,2,37.80107454,-4949,-3.9256,9.20E-18,6
acetone,diethyl-amine,1,473,methanol,diethyl-amine,101300,0.3,1.2655,-2.4072,1.0071,-847.8423,71.20507454,-6904.5,-8.8622,7.47E-06,2,37.80107454,-4949,-3.9256,9.20E-18,6
benzene,diethyl-amine,0,474,ethanol,diethyl-amine,101300,0.3,2.0343,-291.7074,1.2342,-811.4349,61.79107454,-7122.3,-7.1424,2.89E-06,2,37.80107454,-4949,-3.9256,9.20E-18,6
toluene,diethyl-amine,0,475,ethyl-acetate,diethyl-amine,101300,0.3,0.2555,81.5401,-0.0405,-43.8436,55.31107454,-6227.6,-6.41,1.79E-17,6,37.80107454,-4949,-3.9256,9.20E-18,6
ethylbenzene,diethyl-amine,0,476,cyclohexane,diethyl-amine,101300,0.3,0,54.9208,0,51.5305,39.57407454,-5226.4,-4.2278,9.76E-18,6,37.80107454,-4949,-3.9256,9.20E-18,6
1-hexene,diethyl-amine,0,477,acetone,diethyl-amine,101300,0.3,0,60.2248,0,151.028,46.43407454,-5355.3,-5.2106,1.24E-14,5,37.80107454,-4949,-3.9256,9.20E-18,6
n-hexane,diethyl-amine,0,478,benzene,diethyl-amine,101300,0.3,0,-205.1189,0,304.5124,71.59407454,-6486.2,-9.2194,6.98E-06,2,37.80107454,-4949,-3.9256,9.20E-18,6
n-heptane,diethyl-amine,0,479,toluene,diethyl-amine,101300,0.3,0,-204.7385,0,277.5871,65.43207454,-6729.8,-8.179,5.30E-06,2,37.80107454,-4949,-3.9256,9.20E-18,6
ethyl-amine,diethyl-amine,0,480,ethylbenzene,diethyl-amine,101300,0.3,0,-291.6317,0,432.3073,77.55007454,-7733.7,-9.917,5.99E-06,2,37.80107454,-4949,-3.9256,9.20E-18,6
methanol,aniline,0,481,1-hexene,diethyl-amine,101300,0.3,0,-145.5651,0,231.9481,40.46407454,-5104.7,-4.3484,1.17E-17,6,37.80107454,-4949,-3.9256,9.20E-18,6
ethanol,aniline,0,482,n-hexane,diethyl-amine,101300,0.3,-1.8001,455.0506,1.9498,-365.5348,93.13707454,-6995.5,-12.702,1.24E-05,2,37.80107454,-4949,-3.9256,9.20E-18,6
2-butanol,aniline,0,483,n-heptane,diethyl-amine,101300,0.3,0,-132.4183,0,276.1998,76.31607454,-6996.4,-9.8802,7.21E-06,2,37.80107454,-4949,-3.9256,9.20E-18,6
1-pentanol,aniline,0,484,ethyl-amine,diethyl-amine,101300,0.3,0,-61.9868,0,106.3654,70.04707454,-5596.9,-9.0779,8.79E-06,2,37.80107454,-4949,-3.9256,9.20E-18,6
cyclohexanol,aniline,0,485,methanol,aniline,101300,0.3,0,180.8482,0,89.297,71.20507454,-6904.5,-8.8622,7.47E-06,2,54.11907454,-8166.1,-5.9216,2.69E-18,6
ethyl-acetate,aniline,0,486,ethanol,aniline,101300,0.3,1.7583,-295.0634,-1.8294,654.3343,61.79107454,-7122.3,-7.1424,2.89E-06,2,54.11907454,-8166.1,-5.9216,2.69E-18,6
cyclohexane,aniline,0,487,2-butanol,aniline,101300,0.3,0,112.8428,0,295.9017,111.0370745,-10236,-14.125,2.36E-17,6,54.11907454,-8166.1,-5.9216,2.69E-18,6
ethylene-glycol,aniline,1,488,1-pentanol,aniline,101300,0.3,0,-94.6297,0,428.6945,103.2370745,-10643,-12.858,1.25E-17,6,54.11907454,-8166.1,-5.9216,2.69E-18,6
acetone,aniline,0,489,cyclohexanol,aniline,101300,0.3,16.116,-6778.0747,-9.7892,4161.9746,177.6770745,-14337,-24.148,1.07E-05,2,54.11907454,-8166.1,-5.9216,2.69E-18,6
benzene,aniline,0,490,ethyl-acetate,aniline,101300,0.3,0.2817,18.9156,-0.021,-107.6218,55.31107454,-6227.6,-6.41,1.79E-17,6,54.11907454,-8166.1,-5.9216,2.69E-18,6
toluene,aniline,0,491,cyclohexane,aniline,101300,0.3,0,470.7199,0,342.1643,39.57407454,-5226.4,-4.2278,9.76E-18,6,54.11907454,-8166.1,-5.9216,2.69E-18,6
p-xylene,aniline,0,492,ethylene-glycol,aniline,101300,0.3,0,333.2288,0,274.5009,80.08107454,-10811,-9.2821,3.02E-18,6,54.11907454,-8166.1,-5.9216,2.69E-18,6
m-xylene,aniline,0,493,acetone,aniline,101300,0.3,0.6763,38.6139,-0.3132,-200.6845,46.43407454,-5355.3,-5.2106,1.24E-14,5,54.11907454,-8166.1,-5.9216,2.69E-18,6
ethylbenzene,aniline,0,494,benzene,aniline,101300,0.3,2.4797,-403.2377,-1.7518,460.3983,71.59407454,-6486.2,-9.2194,6.98E-06,2,54.11907454,-8166.1,-5.9216,2.69E-18,6
n-heptane,aniline,0,495,toluene,aniline,101300,0.3,-2.0731,932.2415,0.3381,-1.8172,65.43207454,-6729.8,-8.179,5.30E-06,2,54.11907454,-8166.1,-5.9216,2.69E-18,6
methanol,methanethiol,0,496,p-xylene,aniline,101300,0.3,0,255.0598,0,109.8751,77.20707454,-7741.2,-9.8693,6.08E-06,2,54.11907454,-8166.1,-5.9216,2.69E-18,6
acetone,methanethiol,0,497,m-xylene,aniline,101300,0.3,0,251.1947,0,128.3608,73.58607454,-7615.9,-9.3072,5.56E-06,2,54.11907454,-8166.1,-5.9216,2.69E-18,6
methyl-formate,methanethiol,0,498,ethylbenzene,aniline,101300,0.3,-7.1892,2840.0579,6.9851,-2429.7505,77.55007454,-7733.7,-9.917,5.99E-06,2,54.11907454,-8166.1,-5.9216,2.69E-18,6
benzene,methanethiol,0,499,n-heptane,aniline,101300,0.3,-1.8522,1172.5858,0.7215,182.1659,76.31607454,-6996.4,-9.8802,7.21E-06,2,54.11907454,-8166.1,-5.9216,2.69E-18,6
dimethyl-ether,methanethiol,0,500,methanol,methyl-mercaptan,101300,0.3,0,65.957,0,612.14,71.20507454,-6904.5,-8.8622,7.47E-06,2,42.63707454,-4337.7,-4.8127,4.50E-17,6
dimethyl-sulfoxide,methanethiol,0,501,acetone,methyl-mercaptan,101300,0.3,0,40.9908,0,12.6207,46.43407454,-5355.3,-5.2106,1.24E-14,5,42.63707454,-4337.7,-4.8127,4.50E-17,6
n-hexane,methanethiol,0,502,methyl-formate,methyl-mercaptan,101300,0.3,0,34.6235,0,133.7199,65.67107454,-5606.1,-8.392,7.85E-06,2,42.63707454,-4337.7,-4.8127,4.50E-17,6
n-decane,methanethiol,0,503,benzene,methyl-mercaptan,101300,0.3,0,272.3024,0,-207.5478,71.59407454,-6486.2,-9.2194,6.98E-06,2,42.63707454,-4337.7,-4.8127,4.50E-17,6
methyl-amine,methanethiol,0,504,dimethyl-ether,methyl-mercaptan,101300,0.3,0,173.3711,0,-131.5862,33.19107454,-3525.6,-3.4444,5.46E-17,6,42.63707454,-4337.7,-4.8127,4.50E-17,6
methanol,ethyl-mercaptan,1,505,dimethyl-sulfoxide,methyl-mercaptan,101300,0.3,0,-112.2065,0,317.81,44.76007454,-7620.6,-4.6279,4.38E-07,2,42.63707454,-4337.7,-4.8127,4.50E-17,6
n-pentane,ethyl-mercaptan,1,506,n-hexane,methyl-mercaptan,101300,0.3,-2.1957,561.1565,-0.9345,654.4113,93.13707454,-6995.5,-12.702,1.24E-05,2,42.63707454,-4337.7,-4.8127,4.50E-17,6
2-methyl-butane,ethyl-mercaptan,1,507,n-decane,methyl-mercaptan,101300,0.3,0,-169.7216,0,393.5347,101.2170745,-9749.6,-13.245,7.13E-06,2,42.63707454,-4337.7,-4.8127,4.50E-17,6
benzene,n-propylmercaptan,0,508,methyl-amine,methyl-mercaptan,101300,0.3,0,-283.1446,0,436.8779,63.69307454,-5082.8,-8.0919,8.11E-06,2,42.63707454,-4337.7,-4.8127,4.50E-17,6
n-pentane,n-propylmercaptan,0,509,methanol,ethyl-mercaptan,101300,0.3,0,53.688,0,606.4349,71.20507454,-6904.5,-8.8622,7.47E-06,2,54.03807454,-5027.4,-6.6853,6.32E-06,2
n-hexane,n-propylmercaptan,1,510,n-pentane,ethyl-mercaptan,101300,0.3,0,60.5984,0,183.6695,67.22807454,-5420.3,-8.8253,9.62E-06,2,54.03807454,-5027.4,-6.6853,6.32E-06,2
methanethiol,methyl-chloride,0,511,2-methyl-butane,ethyl-mercaptan,101300,0.3,0,-155.5165,0,583.7756,59.79507454,-4976,-7.7169,8.73E-06,2,54.03807454,-5027.4,-6.6853,6.32E-06,2
methanol,chloroform,1,512,benzene,n-propylmercaptan,101300,0.3,0,-138.4441,0,154.297,71.59407454,-6486.2,-9.2194,6.98E-06,2,50.65207454,-5624,-5.8595,2.06E-17,6
ethanol,chloroform,1,513,n-pentane,n-propylmercaptan,101300,0.3,0,65.3665,0,66.9221,67.22807454,-5420.3,-8.8253,9.62E-06,2,50.65207454,-5624,-5.8595,2.06E-17,6
1-propanol,chloroform,0,514,n-hexane,n-propylmercaptan,101300,0.3,0,36.6443,0,146.347,93.13707454,-6995.5,-12.702,1.24E-05,2,50.65207454,-5624,-5.8595,2.06E-17,6
isopropanol,chloroform,1,515,methyl-mercaptan,methyl-chloride,101300,0.3,0,-161.7039,0,223.496,42.63707454,-4337.7,-4.8127,4.50E-17,6,33.04207454,-3521.3,-3.4258,5.63E-17,6
